Id_vente,Id_bien,Date_mutation,Valeur_fonciere
03205,25022,2020-01,97500
03206,02025,2020-01,22000
03207,08586,2020-01,45800
03208,12272,2020-01,44000
03209,20476,2020-01,64000
03210,08654,2020-01,65500
03211,00520,2020-01,254320
03212,04761,2020-01,224000
03213,33349,2020-01,155000
03214,03300,2020-01,220850
03215,05439,2020-01,236650
03216,17161,2020-01,177500
03217,29384,2020-01,175500
03218,27611,2020-01,341250
03219,32046,2020-01,568600
03220,15537,2020-01,299000
03221,22306,2020-01,162000
03222,18579,2020-01,238510
03223,07429,2020-01,322470
03224,23500,2020-01,6e+05
03225,27733,2020-01,245000
03226,01770,2020-01,230000
03227,10210,2020-01,415000
03228,26951,2020-01,194700
03229,05992,2020-01,114000
03230,14584,2020-01,235000
03231,02128,2020-01,305000
03232,28936,2020-01,737500
03233,19181,2020-01,345450
03234,21793,2020-01,714900
03235,31639,2020-01,99938
03236,27568,2020-01,95200
03237,32302,2020-01,369000
03238,31566,2020-01,195000
03239,20402,2020-01,165000
03240,22630,2020-01,154470
03241,00379,2020-01,550000
03242,14821,2020-01,115000
03243,06776,2020-01,82000
03244,02658,2020-01,66500
03245,19951,2020-01,213550
03246,08790,2020-01,189000
03247,26261,2020-01,317000
03248,08214,2020-01,281500
03249,17123,2020-01,212010
03250,03991,2020-01,297000
03251,08883,2020-01,164000
03252,11678,2020-01,99000
03253,06560,2020-01,188000
03254,20030,2020-01,140000
03255,17703,2020-01,397000
03256,03468,2020-01,277800
03257,13663,2020-01,1375000
03258,31953,2020-01,280000
03259,33996,2020-01,198000
03260,02891,2020-01,638000
03261,32718,2020-01,259350
03262,30565,2020-01,195000
03263,00944,2020-01,202000
03264,25546,2020-01,349900
03265,15776,2020-01,245500
03266,17993,2020-01,184000
03267,33588,2020-01,90000
03268,10130,2020-01,173000
03269,27685,2020-01,42000
03270,01240,2020-01,125000
03271,31588,2020-01,111324
03272,17147,2020-01,39735
03273,25360,2020-01,29800
03274,24922,2020-01,118500
03275,25792,2020-01,550000
03276,20200,2020-01,522000
03277,11085,2020-01,130000
03278,24349,2020-01,129907
03279,19136,2020-01,129900
03280,16302,2020-01,327000
03281,18093,2020-01,146000
03282,22603,2020-01,117800
03283,12277,2020-01,407500
03284,28164,2020-01,80000
03285,30509,2020-01,238000
03286,31954,2020-01,137000
03287,10961,2020-01,47500
03288,28006,2020-01,94000
03289,33247,2020-01,179200
03290,32994,2020-01,140000
03291,13876,2020-01,112000
03292,23910,2020-01,73000
03293,12623,2020-01,374800
03294,13867,2020-01,110000
03295,13412,2020-01,248000
03296,24330,2020-01,99670
03297,28586,2020-01,86500
03298,26396,2020-01,455000
03299,25296,2020-01,99900
03300,27081,2020-01,125000
03301,29084,2020-01,210000
03302,03755,2020-01,187190
03303,04771,2020-01,58850
03304,21278,2020-01,35000
03305,05144,2020-01,18000
03306,02925,2020-01,39500
03307,19612,2020-01,56000
03308,15624,2020-01,90400
03309,32802,2020-01,120000
03310,18665,2020-01,91000
03311,10038,2020-01,174944
03312,08788,2020-01,124415
03313,24298,2020-01,210000
03314,28420,2020-01,76390
03315,28428,2020-01,88000
03316,13206,2020-01,160000
03317,33495,2020-01,128000
03318,30084,2020-01,138317
03319,00654,2020-01,780000
03320,09394,2020-01,676685
03321,32490,2020-01,130000
03322,18106,2020-01,176900
03323,06771,2020-01,93275
03324,21900,2020-01,92350
03325,11263,2020-01,58200
03326,31760,2020-01,165000
03327,11711,2020-01,162000
03328,00468,2020-01,243600
03329,13637,2020-01,70000
03330,33408,2020-01,150900
03331,22688,2020-01,152000
03332,09761,2020-01,123500
03333,20934,2020-01,434410
03334,32913,2020-01,125240
03335,03482,2020-01,170000
03336,19526,2020-01,50500
03337,07640,2020-01,170000
03338,25789,2020-01,83000
03339,20663,2020-01,236000
03340,00345,2020-01,84000
03341,05990,2020-01,57300
03342,13002,2020-01,159000
03343,18429,2020-01,100100
03344,01403,2020-01,117000
03345,16184,2020-01,28100
03346,26019,2020-01,135500
03347,07322,2020-01,92000
03348,16877,2020-01,66000
03349,20078,2020-01,178000
03350,10533,2020-01,52740
03351,31864,2020-01,114800
03352,12746,2020-01,16000
03353,03497,2020-01,28000
03354,07833,2020-01,79800
03355,01271,2020-01,27000
03356,05200,2020-01,195000
03357,13771,2020-01,128400
03358,04123,2020-01,122090
03359,01225,2020-01,109000
03360,19744,2020-01,59000
03361,01065,2020-01,119500
03362,26570,2020-01,129000
03363,04768,2020-01,114000
03364,07632,2020-01,141000
03365,26949,2020-01,275000
03366,34010,2020-01,98650
03367,17415,2020-01,78850
03368,33896,2020-01,253994
03369,19545,2020-01,344800
03370,31739,2020-01,131705
03371,22738,2020-01,115500
03372,18866,2020-01,36820
03373,23158,2020-01,130000
03374,28025,2020-01,253635
03375,12727,2020-01,590000
03376,04033,2020-01,1408900
03377,12521,2020-01,228000
03378,24422,2020-01,680000
03379,33345,2020-01,253250
03380,22500,2020-01,379000
03381,21139,2020-01,2450000
03382,08048,2020-01,369000
03383,29172,2020-01,990000
03384,04013,2020-01,418600
03385,28912,2020-01,167470
03386,10456,2020-01,468400
03387,25644,2020-01,182692
03388,25064,2020-01,492500
03389,22490,2020-01,388000
03390,19640,2020-01,575000
03391,09259,2020-01,993200
03392,04527,2020-01,187700
03393,02504,2020-01,1076000
03394,12730,2020-01,535509
03395,33099,2020-01,387200
03396,11787,2020-01,855000
03397,21108,2020-01,253800
03398,19912,2020-01,318020
03399,31362,2020-01,171800
03400,29921,2020-01,327000
03401,09269,2020-01,536000
03402,02295,2020-01,552195
03403,19130,2020-01,313500
03404,29949,2020-01,198300
03405,14754,2020-01,34000
03406,21041,2020-01,55000
03407,16172,2020-01,133650
03408,31897,2020-01,150000
03409,16803,2020-01,223660
03410,17430,2020-01,188000
03411,14058,2020-01,66000
03412,10298,2020-01,62000
03413,06327,2020-01,135000
03414,16936,2020-01,102225
03415,28099,2020-01,100225
03416,31082,2020-01,90000
03417,08096,2020-01,589760
03418,28284,2020-01,189500
03419,00355,2020-01,75000
03420,11273,2020-01,99000
03421,02032,2020-01,126000
03422,05605,2020-01,131000
03423,11710,2020-01,255000
03424,20959,2020-01,141500
03425,30657,2020-01,231858
03426,23267,2020-01,137000
03427,12488,2020-01,117500
03428,02210,2020-01,97000
03429,10712,2020-01,84300
03430,22915,2020-01,348000
03431,14133,2020-01,140000
03432,07204,2020-01,282000
03433,21958,2020-01,117200
03434,14044,2020-01,235000
03435,08959,2020-01,63000
03436,23082,2020-01,125950
03437,14529,2020-01,136150
03438,28221,2020-01,138160
03439,00341,2020-01,32575
03440,00229,2020-01,30800
03441,08401,2020-01,123000
03442,01357,2020-01,45200
03443,23205,2020-01,32500
03444,10540,2020-01,190000
03445,15919,2020-01,194700
03446,16157,2020-01,324000
03447,10733,2020-01,99500
03448,33821,2020-01,108440
03449,19342,2020-01,92500
03450,12135,2020-01,197350
03451,21561,2020-01,103000
03452,05983,2020-01,46000
03453,12002,2020-01,309000
03454,15094,2020-01,150500
03455,08167,2020-01,209000
03456,01228,2020-01,230000
03457,25033,2020-01,1431000
03458,04906,2020-01,346000
03459,22944,2020-01,374000
03460,28082,2020-01,90000
03461,23340,2020-01,202350
03462,17711,2020-01,632250
03463,10564,2020-01,359000
03464,31107,2020-01,435000
03465,23418,2020-01,232900
03466,28220,2020-01,380880
03467,13457,2020-01,1179000
03468,33817,2020-01,628000
03469,27759,2020-01,276000
03470,12347,2020-01,219000
03471,24451,2020-01,175000
03472,29707,2020-01,1e+05
03473,32027,2020-01,171266
03474,13124,2020-01,80000
03475,08815,2020-01,144000
03476,20723,2020-01,126000
03477,19396,2020-01,176258
03478,04018,2020-01,128000
03479,04343,2020-01,85000
03480,15206,2020-01,178000
03481,21638,2020-01,269000
03482,30201,2020-01,299860
03483,01500,2020-01,365000
03484,14363,2020-01,242000
03485,30604,2020-01,179000
03486,11981,2020-01,439460
03487,05093,2020-01,279000
03488,11576,2020-01,168000
03489,03668,2020-01,377500
03490,18309,2020-01,79000
03491,15351,2020-01,205000
03492,11073,2020-01,278000
03493,19867,2020-01,75500
03494,31561,2020-01,195000
03495,32283,2020-01,171000
03496,33875,2020-01,137000
03497,15210,2020-01,147200
03498,31475,2020-01,119812
03499,26372,2020-01,220000
03500,19910,2020-01,71500
03501,29691,2020-01,34000
03502,31766,2020-01,150000
03503,06964,2020-01,251160
03504,06074,2020-01,375000
03505,13010,2020-01,96000
03506,28251,2020-01,530000
03507,25759,2020-01,78000
03508,30367,2020-01,81500
03509,08618,2020-01,92000
03510,02284,2020-01,410000
03511,19621,2020-01,1550000
03512,01458,2020-01,235000
03513,22378,2020-01,44000
03514,01475,2020-01,137150
03515,00124,2020-01,42660
03516,32512,2020-01,82000
03517,26785,2020-01,54980
03518,26745,2020-01,105455
03519,08112,2020-01,216000
03520,24773,2020-01,105000
03521,32278,2020-01,201800
03522,27406,2020-01,136650
03523,28624,2020-01,102000
03524,14081,2020-01,45500
03525,13495,2020-01,77000
03526,27107,2020-01,46500
03527,24835,2020-01,84000
03528,00852,2020-01,79000
03529,03382,2020-01,57000
03530,04347,2020-01,102000
03531,08699,2020-01,275500
03532,28735,2020-01,132000
03533,21031,2020-01,150000
03534,08084,2020-01,51000
03535,09729,2020-01,276200
03536,29357,2020-01,127000
03537,03666,2020-01,73500
03538,14224,2020-01,137000
03539,22588,2020-01,112400
03540,24469,2020-01,132600
03541,25171,2020-01,324600
03542,01121,2020-01,57500
03543,04468,2020-01,190000
03544,10481,2020-01,269400
03545,20367,2020-01,205000
03546,07705,2020-01,98050
03547,12462,2020-01,49000
03548,26993,2020-01,88000
03549,06317,2020-01,129700
03550,26939,2020-01,105000
03551,29116,2020-01,361550
03552,04738,2020-01,98500
03553,10565,2020-01,58850
03554,33316,2020-01,168000
03555,20887,2020-01,96300
03556,08772,2020-01,577000
03557,19383,2020-01,285280
03558,31898,2020-01,200500
03559,24710,2020-01,379889
03560,22555,2020-01,150800
03561,25646,2020-01,65000
03562,31550,2020-01,128000
03563,12785,2020-01,231750
03564,15000,2020-01,115500
03565,08588,2020-01,162330
03566,19243,2020-01,204000
03567,33584,2020-01,113000
03568,09455,2020-01,90000
03569,32900,2020-01,103000
03570,29383,2020-01,262700
03571,19424,2020-01,101600
03572,16179,2020-01,111500
03573,16291,2020-01,56970
03574,27059,2020-01,198500
03575,10621,2020-01,116000
03576,32690,2020-01,148800
03577,02077,2020-01,37000
03578,16850,2020-01,86800
03579,25715,2020-01,107700
03580,09526,2020-01,389350
03581,14678,2020-01,102660
03582,00325,2020-01,486000
03583,24348,2020-01,92000
03584,10390,2020-01,164221.34
03585,15435,2020-01,247000
03586,29509,2020-01,114000
03587,29790,2020-01,46000
03588,17813,2020-01,33000
03589,08405,2020-01,129500
03590,19454,2020-01,65000
03591,28294,2020-01,119500
03592,15215,2020-01,120000
03593,32976,2020-01,110100
03594,16648,2020-01,63000
03595,03410,2020-01,91000
03596,26326,2020-01,70000
03597,15245,2020-01,342700
03598,00382,2020-01,37000
03599,21426,2020-01,157888
03600,30168,2020-01,92000
03601,24699,2020-01,190000
03602,26942,2020-01,1e+05
03603,31233,2020-01,71000
03604,07051,2020-01,154000
03605,17109,2020-01,28500
03606,32179,2020-01,650000
03607,29527,2020-01,99800
03608,20124,2020-01,103900
03609,30407,2020-01,234490
03610,19099,2020-01,109000
03611,19512,2020-01,80300
03612,19348,2020-01,335000
03613,05556,2020-01,240000
03614,06375,2020-01,280950
03615,14572,2020-01,60200
03616,22144,2020-01,106220
03617,20385,2020-01,456000
03618,26171,2020-01,75740
03619,16889,2020-01,302500
03620,24033,2020-01,108400
03621,09480,2020-01,
03622,29553,2020-01,297000
03623,08718,2020-01,737100
03624,21834,2020-01,520000
03625,02388,2020-01,8577713
03626,09582,2020-01,630000
03627,14884,2020-01,750000
03628,21005,2020-01,330476.2
03629,27553,2020-01,1515410
03630,03535,2020-01,1174500
03631,32429,2020-01,429000
03632,03495,2020-01,528425
03633,08263,2020-01,325158.03
03634,05689,2020-01,315100
03635,02957,2020-01,235960
03636,30567,2020-01,157000
03637,12239,2020-01,730100
03638,03189,2020-01,318000
03639,18717,2020-01,260150
03640,09262,2020-01,215900
03641,22368,2020-01,632000
03642,01847,2020-01,520000
03643,07787,2020-01,809500
03644,05810,2020-01,263000
03645,29488,2020-01,248000
03646,23312,2020-01,181300
03647,16981,2020-01,146500
03648,29892,2020-01,433000
03649,33729,2020-01,136800
03650,12518,2020-01,201500
03651,33372,2020-01,303500
03652,15347,2020-01,346466
03653,14426,2020-01,95600
03654,29417,2020-01,32500
03655,20493,2020-01,72000
03656,09035,2020-01,161000
03657,15501,2020-01,157000
03658,16776,2020-01,167800
03659,09235,2020-01,135000
03660,13147,2020-01,159000
03661,18027,2020-01,70000
03662,15232,2020-01,114000
03663,23191,2020-01,101000
03664,23239,2020-01,97200
03665,24387,2020-01,216750
03666,06892,2020-01,165000
03667,21765,2020-01,117000
03668,02882,2020-01,151000
03669,05495,2020-01,110000
03670,04998,2020-01,148000
03671,27038,2020-01,65000
03672,07852,2020-01,226300
03673,27167,2020-01,124000
03674,33274,2020-01,270900
03675,13449,2020-01,380000
03676,29426,2020-01,355000
03677,02254,2020-01,115000
03678,03852,2020-01,211000
03679,18005,2020-01,114000
03680,04183,2020-01,370020
03681,28346,2020-01,330000
03682,14375,2020-01,147000
03683,13186,2020-01,132900
03684,26660,2020-01,226000
03685,17300,2020-01,59000
03686,04656,2020-01,85000
03687,14202,2020-01,95000
03688,33816,2020-01,168000
03689,20150,2020-01,615000
03690,17220,2020-01,131250
03691,29567,2020-01,232080
03692,21418,2020-01,137000
03693,14443,2020-01,42500
03694,04583,2020-01,131000
03695,11677,2020-01,121000
03696,32885,2020-01,46200
03697,17869,2020-01,35000
03698,03255,2020-01,61950
03699,17845,2020-01,40500
03700,26886,2020-01,102000
03701,32874,2020-01,169000
03702,09887,2020-01,61000
03703,10491,2020-01,126000
03704,05666,2020-01,180450
03705,10641,2020-01,182366
03706,14314,2020-01,210000
03707,10515,2020-01,95000
03708,32587,2020-01,289117
03709,22568,2020-01,287000
03710,14766,2020-01,908200
03711,02754,2020-01,277000
03712,04613,2020-01,528820
03713,22743,2020-01,158000
03714,11664,2020-01,418700
03715,01078,2020-01,170500
03716,09497,2020-01,344750
03717,30992,2020-01,692150
03718,27591,2020-01,145000
03719,13121,2020-01,398000
03720,07511,2020-01,258000
03721,07602,2020-01,170000
03722,12527,2020-01,121500
03723,13863,2020-01,63500
03724,09468,2020-01,103000
03725,05861,2020-01,236000
03726,02710,2020-01,216000
03727,27218,2020-01,146200
03728,04740,2020-01,134500
03729,30178,2020-01,95000
03730,08094,2020-01,161500
03731,22430,2020-01,162000
03732,23176,2020-01,150000
03733,28848,2020-01,151887
03734,27868,2020-01,357000
03735,09400,2020-01,215000
03736,14516,2020-01,135000
03737,12437,2020-01,218726
03738,24260,2020-01,63000
03739,08822,2020-01,264000
03740,02672,2020-01,406350
03741,12121,2020-01,166540
03742,15064,2020-01,854910
03743,02134,2020-01,141250
03744,03027,2020-01,388000
03745,07508,2020-01,474000
03746,16468,2020-01,140200
03747,14897,2020-01,99000
03748,05010,2020-01,89000
03749,14304,2020-01,55000
03750,26682,2020-01,260000
03751,21217,2020-01,178000
03752,10995,2020-01,302000
03753,23933,2020-01,139000
03754,17202,2020-01,97000
03755,15226,2020-01,114000
03756,07021,2020-01,178500
03757,08584,2020-01,146000
03758,02084,2020-01,64700
03759,06940,2020-01,237900
03760,26289,2020-01,155000
03761,22308,2020-01,113330
03762,18295,2020-01,71000
03763,00150,2020-01,312200
03764,12900,2020-01,384920
03765,17680,2020-01,182000
03766,10729,2020-01,411150
03767,22650,2020-01,980000
03768,00915,2020-01,140500
03769,09665,2020-01,121000
03770,19437,2020-01,118000
03771,06994,2020-01,164520
03772,29175,2020-01,58000
03773,18046,2020-01,60000
03774,16445,2020-01,62000
03775,28484,2020-01,49900
03776,28259,2020-01,76500
03777,23898,2020-01,122000
03778,06881,2020-01,65150
03779,06569,2020-01,185000
03780,23447,2020-01,138000
03781,05998,2020-01,290800
03782,27112,2020-01,126000
03783,32068,2020-01,210500
03784,22934,2020-01,133000
03785,28975,2020-01,74000
03786,03009,2020-01,102500
03787,25084,2020-01,87000
03788,20004,2020-01,113000
03789,15937,2020-01,97000
03790,15921,2020-01,120700
03791,21011,2020-01,90500
03792,23188,2020-01,69000
03793,10868,2020-01,48000
03794,12944,2020-01,145000
03795,14480,2020-01,119065
03796,29864,2020-01,127000
03797,18319,2020-01,83700
03798,21700,2020-01,75000
03799,16655,2020-01,77000
03800,12362,2020-01,189850
03801,00594,2020-01,126000
03802,20280,2020-01,120000
03803,26655,2020-01,87000
03804,16417,2020-01,1e+06
03805,20170,2020-01,145000
03806,00250,2020-01,226000
03807,00826,2020-01,75000
03808,16826,2020-01,130190
03809,01089,2020-01,125000
03810,11307,2020-01,210000
03811,31705,2020-01,199000
03812,21526,2020-01,153000
03813,33127,2020-01,123000
03814,14249,2020-01,254000
03815,08054,2020-01,85000
03816,20352,2020-01,313000
03817,10566,2020-01,184120
03818,20141,2020-01,123500
03819,20883,2020-01,98550
03820,05735,2020-01,201800
03821,30879,2020-01,320575
03822,30334,2020-01,87000
03823,31789,2020-01,139000
03824,18503,2020-01,199000
03825,12175,2020-01,169000
03826,15406,2020-01,175210
03827,29353,2020-01,88000
03828,30900,2020-01,95000
03829,34100,2020-01,108500
03830,08482,2020-01,200100
03831,22727,2020-01,58500
03832,07009,2020-01,151387
03833,32577,2020-01,113200
03834,03653,2020-01,68300
03835,28594,2020-01,169000
03836,14305,2020-01,102300
03837,25292,2020-01,53040
03838,01759,2020-01,77000
03839,18924,2020-01,134000
03840,06462,2020-01,30500
03841,13583,2020-01,102804
03842,02822,2020-01,170000
03843,10609,2020-01,80000
03844,22937,2020-01,87400
03845,00371,2020-01,55000
03846,24071,2020-01,117600
03847,06649,2020-01,257143
03848,26790,2020-01,90500
03849,18812,2020-01,149900
03850,09688,2020-01,108000
03851,30977,2020-01,77000
03852,27875,2020-01,126168
03853,23521,2020-01,101000
03854,01937,2020-01,132000
03855,20483,2020-01,107300
03856,33378,2020-01,41000
03857,19208,2020-01,104000
03858,20937,2020-01,75000
03859,01173,2020-01,131000
03860,00993,2020-01,105450
03861,07824,2020-01,172500
03862,21268,2020-01,128348.5
03863,27026,2020-01,138600
03864,02582,2020-01,121000
03865,13142,2020-01,90000
03866,02980,2020-01,1e+05
03867,00424,2020-01,91000
03868,02187,2020-01,138800
03869,18253,2020-01,93600
03870,05895,2020-01,165000
03871,20334,2020-01,432500
03872,13333,2020-01,418800
03873,07934,2020-01,250000
03874,27567,2020-01,222500
03875,18977,2020-01,125000
03876,13363,2020-01,637500
03877,20253,2020-01,242000
03878,31707,2020-01,37000
03879,03394,2020-01,192120
03880,26643,2020-01,917000
03881,18957,2020-01,303790
03882,25293,2020-01,440000
03883,06139,2020-01,2055000
03884,05132,2020-01,760000
03885,14722,2020-01,856800
03886,25722,2020-01,274950
03887,03033,2020-01,215000
03888,28351,2020-01,203000
03889,12635,2020-01,925000
03890,09412,2020-01,630000
03891,31568,2020-01,507500
03892,28843,2020-01,308750
03893,17098,2020-01,316000
03894,15114,2020-01,484645
03895,31005,2020-01,340700
03896,12728,2020-01,964725
03897,10931,2020-01,458650
03898,12583,2020-01,1433020
03899,09652,2020-01,1769225
03900,22636,2020-01,819500
03901,22384,2020-01,736600
03902,31899,2020-01,373000
03903,04028,2020-01,1085625
03904,16502,2020-01,563050
03905,10950,2020-01,853000
03906,07162,2020-01,3210800
03907,24723,2020-01,671650
03908,06386,2020-01,297500
03909,17972,2020-01,406300
03910,27710,2020-01,515800
03911,29550,2020-01,416500
03912,30818,2020-01,328600
03913,16429,2020-01,102500
03914,05300,2020-01,699000
03915,04617,2020-01,620000
03916,07960,2020-01,430952
03917,14558,2020-01,455000
03918,08783,2020-01,115221
03919,13247,2020-01,
03920,10370,2020-01,103250
03921,11685,2020-01,101000
03922,03466,2020-01,153600
03923,20614,2020-01,65000
03924,14676,2020-01,145000
03925,27652,2020-01,2e+05
03926,04606,2020-01,48000
03927,18006,2020-01,210000
03928,25202,2020-01,536650
03929,00841,2020-01,456700
03930,18619,2020-01,245500
03931,15078,2020-01,174000
03932,31560,2020-01,168102
03933,12137,2020-01,207000
03934,11693,2020-01,61000
03935,20217,2020-01,86000
03936,25916,2020-01,76600
03937,23281,2020-01,151750
03938,28417,2020-01,170500
03939,16487,2020-01,193000
03940,31243,2020-01,63000
03941,00898,2020-01,420000
03942,24999,2020-01,225000
03943,20902,2020-01,324700
03944,20728,2020-01,195000
03945,14566,2020-01,134400
03946,20677,2020-01,33360
03947,32586,2020-01,42000
03948,02253,2020-01,50000
03949,19619,2020-01,68000
03950,12999,2020-01,22500
03951,15592,2020-01,52500
03952,11552,2020-01,40300
03953,18255,2020-01,85000
03954,25725,2020-01,13000
03955,03667,2020-01,217000
03956,12464,2020-01,198473.28
03957,06713,2020-01,128000
03958,19811,2020-01,259320
03959,17523,2020-01,141400
03960,00640,2020-01,118000
03961,06116,2020-01,395000
03962,00833,2020-01,665000
03963,17602,2020-01,215000
03964,30480,2020-01,285000
03965,23540,2020-01,440600
03966,33109,2020-01,388000
03967,25530,2020-01,482000
03968,13570,2020-01,201900
03969,19780,2020-01,195000
03970,01642,2020-01,117000
03971,02287,2020-01,360050
03972,02058,2020-01,715450.2
03973,06215,2020-01,354000
03974,15237,2020-01,215000
03975,21716,2020-01,275000
03976,07881,2020-01,495110.62
03977,30396,2020-01,70000
03978,18131,2020-01,214800
03979,28301,2020-01,140000
03980,14672,2020-01,189000
03981,01051,2020-01,1799800
03982,07110,2020-01,109500
03983,01781,2020-01,110000
03984,26499,2020-01,175000
03985,08986,2020-01,49175
03986,26053,2020-01,98412
03987,02260,2020-01,151560
03988,00220,2020-01,184000
03989,15930,2020-01,255850
03990,26016,2020-01,173800
03991,15124,2020-01,465000
03992,33675,2020-01,268000
03993,01570,2020-01,455450
03994,14337,2020-01,303000
03995,21190,2020-01,238000
03996,01866,2020-01,175000
03997,10263,2020-01,248000
03998,02643,2020-01,199000
03999,27813,2020-01,231000
04000,33730,2020-01,154000
04001,32079,2020-01,222500
04002,12570,2020-01,1032600
04003,11673,2020-01,180000
04004,06646,2020-01,171000
04005,00836,2020-01,272000
04006,15228,2020-01,174000
04007,13450,2020-01,110000
04008,30430,2020-01,144400
04009,07550,2020-01,168000
04010,34043,2020-01,136500
04011,26984,2020-01,116000
04012,06341,2020-01,220000
04013,04246,2020-01,177000
04014,03238,2020-01,158760
04015,25599,2020-01,85000
04016,20841,2020-01,140000
04017,32955,2020-01,353000
04018,02821,2020-01,115000
04019,27812,2020-01,184000
04020,03021,2020-01,168000
04021,33075,2020-01,187000
04022,28181,2020-01,150000
04023,16948,2020-01,208000
04024,17266,2020-01,109000
04025,11609,2020-01,154000
04026,24590,2020-01,159900
04027,13649,2020-01,489770
04028,05516,2020-01,223000
04029,25347,2020-01,425000
04030,11696,2020-01,55000
04031,18668,2020-01,58900
04032,31203,2020-01,67830
04033,28452,2020-01,315300
04034,06481,2020-01,280100
04035,06699,2020-01,377000
04036,29474,2020-01,192000
04037,18632,2020-01,230000
04038,11490,2020-01,382000
04039,31952,2020-01,92500
04040,23710,2020-01,199500
04041,12358,2020-01,114500
04042,10371,2020-01,121900
04043,18802,2020-01,233470
04044,17890,2020-01,1852500
04045,32438,2020-01,137009
04046,11518,2020-01,259220
04047,14704,2020-01,71500
04048,07436,2020-01,286700
04049,14331,2020-01,35000
04050,19977,2020-01,63000
04051,01669,2020-01,68500
04052,21479,2020-01,137500
04053,16359,2020-01,59000
04054,19179,2020-01,29000
04055,11972,2020-01,76800
04056,29454,2020-01,41500
04057,07448,2020-01,29000
04058,31517,2020-01,245760
04059,06846,2020-01,74100
04060,29100,2020-01,53130
04061,23342,2020-01,101000
04062,23363,2020-01,44000
04063,12010,2020-01,85000
04064,19714,2020-01,85000
04065,07842,2020-01,276870
04066,27395,2020-01,79000
04067,32367,2020-01,86400
04068,18642,2020-01,577000
04069,33578,2020-01,62000
04070,21538,2020-01,59000
04071,22782,2020-01,133000
04072,28601,2020-01,86820
04073,11607,2020-01,168000
04074,05269,2020-01,102635
04075,12738,2020-01,569500
04076,02225,2020-01,115900
04077,29278,2020-01,112000
04078,25085,2020-01,240000
04079,25696,2020-01,135000
04080,25300,2020-01,526100
04081,18223,2020-01,260000
04082,05855,2020-01,107000
04083,08370,2020-01,164500
04084,22408,2020-01,101500
04085,11468,2020-01,136000
04086,01061,2020-01,92000
04087,07808,2020-01,270000
04088,19760,2020-01,71000
04089,27653,2020-01,227000
04090,31473,2020-01,76000
04091,16133,2020-01,80100
04092,28326,2020-01,247750
04093,33105,2020-01,81500
04094,16847,2020-01,126730
04095,29085,2020-01,60000
04096,05863,2020-01,380000
04097,29170,2020-01,71500
04098,30190,2020-01,164000
04099,19419,2020-01,137000
04100,24882,2020-01,150000
04101,21473,2020-01,61800
04102,16185,2020-01,63063
04103,25154,2020-01,180700
04104,34135,2020-01,194000
04105,30481,2020-01,290500
04106,07807,2020-01,232500
04107,34161,2020-01,273300
04108,24231,2020-01,90000
04109,09680,2020-01,31000
04110,32209,2020-01,238500
04111,18569,2020-01,105950
04112,10690,2020-01,53000
04113,10190,2020-01,237500
04114,02474,2020-01,161000
04115,09650,2020-01,580000
04116,11380,2020-01,281400
04117,27617,2020-01,213000
04118,13273,2020-01,189090
04119,32563,2020-01,98400
04120,27338,2020-01,451000
04121,32678,2020-01,172867
04122,07962,2020-01,117000
04123,14955,2020-01,90000
04124,21789,2020-01,82664
04125,26312,2020-01,153000
04126,22985,2020-01,178977
04127,30054,2020-01,130000
04128,17366,2020-01,188550
04129,12026,2020-01,101300
04130,17166,2020-01,245000
04131,11278,2020-01,96030
04132,07733,2020-01,452000
04133,10676,2020-01,58450
04134,21821,2020-01,135000
04135,12080,2020-01,242319
04136,24932,2020-01,195000
04137,00862,2020-01,488000
04138,20857,2020-01,103711.06
04139,22153,2020-01,104820
04140,03695,2020-01,144500
04141,28959,2020-01,59000
04142,31893,2020-01,133600
04143,18727,2020-01,85000
04144,10072,2020-01,184410
04145,16320,2020-01,137000
04146,10438,2020-01,65766
04147,06655,2020-01,140000
04148,26714,2020-01,108000
04149,17787,2020-01,282000
04150,19100,2020-01,159400
04151,15449,2020-01,65800
04152,07816,2020-01,169400
04153,25966,2020-01,169000
04154,05567,2020-01,257000
04155,28841,2020-01,146000
04156,11466,2020-01,171105
04157,33509,2020-01,50000
04158,31551,2020-01,145500
04159,05711,2020-01,52195
04160,09276,2020-01,30000
04161,22870,2020-01,27000
04162,12522,2020-01,64505
04163,31014,2020-01,149500
04164,24153,2020-01,402300
04165,20311,2020-01,55000
04166,14148,2020-01,165000
04167,25132,2020-01,171756
04168,28212,2020-01,123000
04169,20661,2020-01,141920
04170,19227,2020-01,133000
04171,07837,2020-01,174500
04172,00983,2020-01,337000
04173,18148,2020-01,167000
04174,22570,2020-01,189772
04175,09508,2020-01,83000
04176,18430,2020-01,54400
04177,18998,2020-01,210500
04178,29069,2020-01,155000
04179,04713,2020-01,25000
04180,28536,2020-01,79500
04181,03959,2020-01,140000
04182,13858,2020-01,128500
04183,19906,2020-01,162700
04184,18392,2020-01,114000
04185,16792,2020-01,188000
04186,32150,2020-01,78000
04187,14149,2020-01,35000
04188,13046,2020-01,80500
04189,24242,2020-01,67900
04190,22746,2020-01,101000
04191,20371,2020-01,104000
04192,24206,2020-01,103000
04193,23236,2020-01,131500
04194,06476,2020-01,60120
04195,32510,2020-01,42500
04196,14222,2020-01,237000
04197,29588,2020-01,173000
04198,03393,2020-01,68000
