Id_bien,Id_codedep_codecommune,No_voie,B_T_Q,Type_de_voie,Voie,Code_postal,Code_type_local,Type_local,Nombre_pieces_principales,Surface_Carrez_du_1er_lot
11589,38421,6,,RUE,SARAH BERNHARDT,38400,2,Appartement,3,60.29
05415,38485,61,,RUE,DE CARTALE,38170,2,Appartement,4,77.49
18864,38548,110,,RUE,DU LYCEE POLONAIS,38250,2,Appartement,2,19.51
29223,38559,19,,CRS,STALINGRAD,38470,2,Appartement,3,75.15
05390,38562,281,,RUE,DU HUIT MAI 1945,38220,2,Appartement,3,68
30884,38563,18,,AV,GAMBETTA,38500,2,Appartement,1,26.33
13007,39501,10,,RUE,DE DIJON,39100,2,Appartement,5,103.92
33370,40046,127,,RUE,JEAN DE LA FONTAINE,40600,2,Appartement,2,54.55
11866,40046,273,,AV,GABRIELE  D ANNUNZIO,40600,2,Appartement,1,28.81
08617,40065,52,,ALL,MARINES,40130,2,Appartement,2,56.51
11453,40088,54,,RUE,LABADIE,40100,2,Appartement,2,46.05
07587,40133,7,,ALL,DE BOURGOGNE,40530,2,Appartement,3,61.12
13111,40184,12,,RUE,DES GENETS,40200,2,Appartement,3,49.27
29706,40224,78,,RTE,DE BIDACHE,40300,2,Appartement,3,62.63
08627,40279,543,,AV,DE LA RESISTANCE,40990,2,Appartement,3,58.26
28130,40296,9001,,AV,DE LA GRANDE PLAGE,40510,2,Appartement,2,20.87
29590,40304,56,,AV,MAURICE MARTIN,40150,2,Appartement,1,25.74
06826,40312,9,,PL,ALEXANDRE VIRO,40220,2,Appartement,2,46.15
19001,41194,17,,RUE,DE LA RESISTANCE,41200,2,Appartement,3,95.01
08565,42147,46,,RUE,DE LA REPUBLIQUE,42600,2,Appartement,2,52.25
28001,42187,43,,RUE,DU PRESIDENT WILSON,42300,2,Appartement,4,62.83
14379,42207,8,C,RUE,DE LA BROSSE,42400,2,Appartement,2,59.93
26591,42218,80,B,RUE,MARENGO,42000,2,Appartement,4,71.97
03297,42218,86,,RUE,BERGSON,42000,2,Appartement,3,72.48
23265,42218,3,,RUE,AMOUROUX,42100,2,Appartement,5,92.58
07155,42218,13,,RUE,VAILLANT COUTURIER,42000,2,Appartement,1,21.54
11422,43157,21,,RUE,DES MOULINS,43000,2,Appartement,2,46.95
12867,44049,18,,RUE,BRETONNIE (VC47),44490,2,Appartement,2,38.14
32189,44055,11,,BD,DOCTEUR RENE DUBOIS,44500,2,Appartement,1,25.71
10447,44103,45,,RUE,DE CHATEAUBRIAND,44550,2,Appartement,3,53.73
26466,44109,1,,PAS,ANDRE CRETAUX,44000,2,Appartement,4,71.33
28083,44109,3,,PL,DE LA MONNAIE,44000,2,Appartement,6,14.9
13024,44110,10,,RUE,SAINT GEORGES,44390,2,Appartement,2,60.84
07452,44143,4,,RUE,DU LEARD,44400,2,Appartement,2,45.66
20288,44204,3,,RUE,DES JARDINS D'HELENE,44470,1,Maison,3,66
06003,44211,26,,RUE,DU MARECHAL LECLERC,44420,2,Appartement,1,41.96
13110,45028,12,,RUE,DES FORGES,45190,2,Appartement,3,32.3
21730,45075,8,,RUE,DES PERVENCHES,45380,2,Appartement,4,69.14
29115,45224,13,,RUE,ROMAIN ENTEN,45170,1,Maison,3,63.56
17025,45234,9,,ALL,DU 2E REGIMENT DE HUSSARDS,45000,2,Appartement,3,61.52
02986,45285,13,B,RUE,DE LA PRAIRIE,45140,2,Appartement,3,58.27
21671,47157,7,,RUE,EJEA DE LOS CABALLEROS,47200,2,Appartement,1,24.35
31069,49007,30,,RUE,DE L HOMMEAU,49100,2,Appartement,1,14.02
32511,49007,39,,RUE,PARCHEMINERIE,49100,2,Appartement,1,24.5
02996,49007,67,,BD,JACQUES MILLOT,49000,2,Appartement,3,77.22
01288,49007,65,,RUE,VOLNEY,49000,2,Appartement,2,48.6
11062,49007,19,,RUE,AUDUSSON,49000,2,Appartement,1,34.49
05263,49007,8,,RES,DE LATTRE DE TASSIGNY,49000,2,Appartement,4,95.31
29169,49099,16,B,BD,GUSTAVE RICHARD,49300,2,Appartement,2,40.04
23707,51108,44,,CHE,DU PERTHUIS,51000,2,Appartement,2,21
24534,53130,41,,RUE,DES FOSSES,53000,2,Appartement,5,150.1
24274,54304,23,,AV,PAUL DEROULEDE,54520,2,Appartement,4,71.7
27508,54357,7,,AV,DE LA MEURTHE,54320,2,Appartement,4,53.67
20962,54395,13,,RUE,DES TANNERIES,54000,2,Appartement,2,34.06
02174,54426,5175,,,A LA ROCHOTTE,54200,2,Appartement,5,171.11
01094,56013,5,,RUE,DU HAUT KERGO,56550,2,Appartement,1,14.86
04150,56186,20,,RUE,DU PHARE,56170,2,Appartement,3,56.9
09611,56234,40,,AV,DU LIZEAU,56510,2,Appartement,3,31.04
30000,59163,6,,RES,FLANDRE,59170,2,Appartement,1,42.85
30110,59163,3,,RES,FLANDRE,59170,2,Appartement,4,118.41
16619,59163,323,,RUE,VERTE,59170,2,Appartement,4,77.48
05630,59360,135,,RUE,DU MARECHAL FOCH,59120,2,Appartement,4,97.27
27619,59360,9001,,,PAV SAMAIN,59120,2,Appartement,2,45.62
13796,59368,35,,AV,DU MARECHAL LECLERC,59110,2,Appartement,1,24.7
00408,59378,178,B,RUE,JULES DELCENSERIE,59700,1,Maison,4,76.91
01026,59650,44,,RUE,FRANCOIS MERIAUX,59150,1,Maison,4,90.11
23742,60159,7,,RUE,EDOUARD BRANLY,60200,2,Appartement,1,33.23
24202,62041,2,,RUE,DU MOULINET,62000,2,Appartement,2,32.94
13095,62560,12,,GPL,GD PCE LOUIS LE SENECHAL,62250,2,Appartement,1,28.3
04134,62765,2,,RUE,DES PIPIERS,62500,2,Appartement,4,77.06
08111,62765,5005,F,CASR,DE LA BARRE,62500,2,Appartement,4,88.02
12948,62899,1,,,FRONT DE MER,62179,2,Appartement,3,65.74
05136,64102,4,,AV,DU ONZE NOVEMBRE 1918,64100,2,Appartement,1,37.51
32784,66182,9001,,RES,LE CASTELLOU,66470,1,Maison,2,28.88
11170,69010,3,,RUE,DE LYON,69210,2,Appartement,4,81.6
31211,69028,52,,RUE,DES VARENNES,69126,2,Appartement,3,61.08
06915,69029,38,,RUE,DES ESSARTS,69500,2,Appartement,1,54.24
00670,69033,256,,RTE,DU TREVE ORAY,69270,2,Appartement,3,87.39
16258,69034,26,,CHE,DE CREPIEUX,69300,2,Appartement,5,107.46
20353,69045,33,,CHE,DE LA POYE,69220,2,Appartement,4,107.63
01605,69107,102,,RUE,DU VIEUX PONT,69870,2,Appartement,3,4.11
24926,69125,98,,CHE,DES MULETS,69380,1,Maison,5,210.35
09392,69143,17,,CHE,DE PARENTY,69250,2,Appartement,3,68.98
22770,69264,308,,RUE,ETIENNE POULET,69400,2,Appartement,1,39.91
07880,69283,133,,RUE,JOSEPH POULET,69780,1,Maison,5,85.34
00291,69286,14,,CHE,DU VIEUX CREPIEUX,69140,2,Appartement,2,54.26
05543,69290,11,,RUE,ARISTIDE BRIAND,69800,2,Appartement,3,66.24
15744,69381,7,,RUE,TERME,69001,2,Appartement,3,93.03
27231,69382,34,,QUAI,SAINT ANTOINE,69002,2,Appartement,2,125.32
29839,69382,43,,RUE,DES REMPARTS D'AINAY,69002,2,Appartement,1,35.17
31916,69384,6,,RUE,BONY,69004,2,Appartement,5,123
23624,69384,161,,BD,DE LA CROIX ROUSSE,69004,2,Appartement,2,78.52
10308,69385,22,,RUE,JUIVERIE,69005,2,Appartement,2,54.61
33858,69389,94,,RUE,DU BOURBONNAIS,69009,2,Appartement,4,82.21
05124,72003,3,,PAS,DE LA CHESNAIE,72700,2,Appartement,3,67.12
00794,72181,3,,RUE,LAROCHE,72000,2,Appartement,3,74
18169,72264,1,,AV,CHARLES DE GAULLE,72300,2,Appartement,1,23.08
18929,73015,5638,,,IMM LE CREUX DE L OURS,73550,2,Appartement,1,26.92
32899,74010,3,,ALL,GEORGE SAND,74960,2,Appartement,4,86.01
01689,74010,14,,ALL,DES FOURNAIS,74600,2,Appartement,3,64.08
13151,74010,13,,,GRANDE RUE D ALERY,74960,2,Appartement,3,57.67
02212,74010,6,,FG,DES ANNONCIADES,74000,2,Appartement,9,130.96
02900,74012,2,,AV,DU GIFFRE,74100,2,Appartement,1,24.95
12577,74173,359,,RTE,DES PETTOREAUX,74120,2,Appartement,6,137.12
06136,74190,411,,RTE,DE CLUSES,74440,2,Appartement,3,64.6
14738,74205,276,,RTE,DE COTTERET,74490,2,Appartement,2,25.39
13556,74208,244,,HAM,DE LA CLAIRIERE,74190,2,Appartement,5,157.46
31201,74236,500,,RTE,DE BIONNAY,74170,2,Appartement,3,57.26
10688,74236,41,,ALL,GONTARD,74170,2,Appartement,1,12.55
05055,74276,894,,RTE,DE CHEVALY,74440,2,Appartement,1,21.09
00565,74290,213,,RTE,DES BIOLLES,74660,2,Appartement,4,58.76
14629,74311,155,,RTE,DES BRASSES,74250,2,Appartement,4,66.72
04852,75101,10,,RUE,COQUILLIERE,75001,2,Appartement,2,37.51
10116,75101,1,,PL,DES VICTOIRES,75001,2,Appartement,3,87.06
21460,75102,183,,RUE,SAINT DENIS,75002,2,Appartement,3,75.61
25003,75102,25,,BD,DE BONNE NOUVELLE,75002,2,Appartement,4,67.61
04366,75103,39,,RUE,NOTRE DAME DE NAZARETH,75003,2,Appartement,3,49.28
15897,75103,50,,RUE,CHARLOT,75003,2,Appartement,1,25.89
24130,75103,18,,RUE,CAFFARELLI,75003,2,Appartement,4,70.83
16488,75103,7,,RUE,SAINT CLAUDE,75003,2,Appartement,2,47.03
22735,75104,20,,RUE,DES TOURNELLES,75004,2,Appartement,2,37.3
08089,75105,1,B,RUE,DE QUATREFAGES,75005,2,Appartement,1,28.1
21464,75105,19,,RUE,DU VAL DE GRACE,75005,2,Appartement,1,8.75
23088,75106,81,,RUE,MADAME,75006,2,Appartement,1,18.03
27459,75106,6,,RUE,DE MEZIERES,75006,2,Appartement,5,99.07
28727,75106,36,,RUE,DE BUCI,75006,2,Appartement,1,27.58
16083,75108,53,,RUE,FRANCOIS 1ER,75008,2,Appartement,3,13.52
28810,75108,170,,BD,HAUSSMANN,75008,2,Appartement,1,16.02
21055,75108,35,,RUE,DE BERNE,75008,2,Appartement,1,30.07
15645,75109,39,,RUE,DE CAUMARTIN,75009,2,Appartement,2,40.11
18441,75109,83,,RUE,DE ROCHECHOUART,75009,2,Appartement,1,17.14
14570,75109,11,,BD,DE ROCHECHOUART,75009,2,Appartement,2,34.2
26797,75110,10,,RUE,DE LA FIDELITE,75010,2,Appartement,4,94.63
07817,75110,83,,RUE,DU FBG SAINT DENIS,75010,2,Appartement,1,20.91
29505,75110,43,,RUE,DES VINAIGRIERS,75010,2,Appartement,2,28.16
09320,75110,13,,RUE,DU FBG DU TEMPLE,75010,2,Appartement,1,43.6
03329,75110,5,,RUE,JEAN ET MARIE MOINON,75010,2,Appartement,2,21.42
26060,75111,22,,RUE,DU FAUBOURG DU TEMPLE,75011,2,Appartement,2,34.55
25081,75111,84,,RUE,OBERKAMPF,75011,2,Appartement,2,50.92
22983,75111,18,,CITE,POPINCOURT,75011,2,Appartement,1,23.87
26279,75111,64,,RUE,SAINT SABIN,75011,2,Appartement,2,41.36
22884,75111,15,,PAS,STE ANNE POPINCOURT,75011,2,Appartement,3,75.05
24229,75111,20,,RUE,NEUVE DES BOULETS,75011,2,Appartement,2,39.45
15727,75111,65,,AV,PHILIPPE AUGUSTE,75011,2,Appartement,2,48.6
21902,75111,243,,BD,VOLTAIRE,75011,2,Appartement,3,46.1
18013,75111,8,,CITE,DE L AMEUBLEMENT,75011,2,Appartement,2,38.03
18332,75112,305,,RUE,DE CHARENTON,75012,2,Appartement,1,27.18
01868,75112,214,,RUE,DU FBG ST ANTOINE,75012,2,Appartement,1,17.12
26764,75112,1,,RUE,CHARLES BAUDELAIRE,75012,2,Appartement,2,48.11
17829,75113,19,,RUE,DE LA GLACIERE,75013,2,Appartement,1,15.69
16563,75113,3,,SQ,DE PORT ROYAL,75013,2,Appartement,2,44.54
08281,75114,15,,RUE,DE LA CITE UNIVERSITAIRE,75014,2,Appartement,1,13.69
19816,75114,12,,RUE,DU COMMANDEUR,75014,2,Appartement,3,50.09
17770,75114,12,,RUE,MONTBRUN,75014,2,Appartement,3,57.36
10241,75114,17,,RUE,ERNEST CRESSON,75014,2,Appartement,2,35.82
29312,75114,23,,RUE,LIANCOURT,75014,2,Appartement,2,37.77
10977,75114,12,,RUE,FRANCIS DE PRESSENSE,75014,2,Appartement,3,32.88
08117,75114,7,,RUE,NIEPCE,75014,2,Appartement,3,62.81
03576,75115,9,,RUE,JOBBE DUVAL,75015,2,Appartement,2,46.14
08413,75115,238,,RUE,DE LA CROIX NIVERT,75015,2,Appartement,3,51.76
12013,75115,59,,RUE,DESNOUETTES,75015,2,Appartement,2,53.78
10406,75115,375,,RUE,DE VAUGIRARD,75015,2,Appartement,2,31.59
03381,75115,253,,RUE,LECOURBE,75015,2,Appartement,1,24.42
20993,75115,17,,RUE,DE LA PROCESSION,75015,2,Appartement,3,54.29
08436,75115,26,,RUE,DU LAOS,75015,2,Appartement,5,128.5
12412,75115,16,,RUE,DE L AVRE,75015,2,Appartement,2,34.59
22908,75115,9,B,RUE,DES BERGERS,75015,2,Appartement,1,15.48
32390,75116,22,,RUE,LE MAROIS,75016,2,Appartement,3,64.52
09327,75116,131,,BD,MURAT,75016,2,Appartement,1,27.01
32062,75116,94,,QUAI,LOUIS BLERIOT,75016,2,Appartement,1,19.78
29669,75116,67,,AV,MOZART,75016,2,Appartement,4,129.2
08055,75116,24,,RUE,DE L ANNONCIATION,75016,2,Appartement,1,13.53
28032,75116,91,,RUE,DE LA POMPE,75016,2,Appartement,4,90.13
31020,75117,271,,BD,PEREIRE,75017,2,Appartement,3,54.09
19065,75117,3,,RUE,PIERRE DEMOURS,75017,2,Appartement,5,111.13
10153,75117,112,,BD,PEREIRE,75017,2,Appartement,2,70.16
27678,75117,22,,RUE,DE LEVIS,75017,2,Appartement,3,53.37
23527,75117,7,,VLA,JACQUEMONT,75017,2,Appartement,2,28.28
26856,75118,116,,RUE,LAMARCK,75018,2,Appartement,2,51.77
06726,75118,112,B,RUE,CHAMPIONNET,75018,2,Appartement,2,35.87
15664,75118,41,,RUE,HERMEL,75018,2,Appartement,3,58.76
14650,75118,18,,RUE,FERDINAND FLOCON,75018,2,Appartement,3,52.27
16823,75118,20,,RUE,YVONNE LE TAC,75018,2,Appartement,1,14.32
25967,75118,7,,RUE,GABRIELLE,75018,2,Appartement,2,90.36
03957,75118,12,,RUE,DES TROIS FRERES,75018,2,Appartement,1,15.14
08028,75118,6,B,RUE,DE CLIGNANCOURT,75018,2,Appartement,2,45.52
18208,75118,13,,RUE,DE CLIGNANCOURT,75018,2,Appartement,4,104.11
31817,75118,37,,RUE,LABAT,75018,2,Appartement,1,12.59
10154,75118,114,,RUE,DE CLIGNANCOURT,75018,2,Appartement,2,34.64
21350,75119,15,,AV,JEAN JAURES,75019,2,Appartement,1,10.81
25931,75119,43,,RUE,DE MEAUX,75019,2,Appartement,3,52.43
02631,75119,33,,RUE,TANDOU,75019,2,Appartement,3,70.77
02529,75119,11,,QUAI,DE LA GIRONDE,75019,2,Appartement,2,55.61
05162,75119,85,,AV,SIMON BOLIVAR,75019,2,Appartement,4,82.66
18594,75120,110,,RUE,DE BELLEVILLE,75020,2,Appartement,2,35.85
24971,75120,155,B,RUE,PELLEPORT,75020,2,Appartement,3,66.28
31662,76157,16,,BD,CLAUDE MONET,76380,2,Appartement,4,79.82
23844,76259,1,,SEN,DES DOUANIERS,76400,2,Appartement,2,49.06
18836,76351,82,,RUE,DE TOURNEVILLE,76600,2,Appartement,4,84.27
13492,76447,22,,PL,FRANCOIS MITTERRAND,76290,1,Maison,4,131.8
13910,76613,4,,RUE,DU MARCHE,76450,1,Maison,3,53.57
02434,76647,7,T,RUE,SYLVESTRE DUMESNIL,76430,2,Appartement,2,58.4
32806,77014,9001,,,AVE DE GAULLE 27 FOUGERES,77210,2,Appartement,4,65.53
08646,77014,6,B,RUE,HEGESIPPE MOREAU,77210,2,Appartement,2,36.02
02426,77058,41,,AV,MARIE CURIE,77600,2,Appartement,2,44.57
04026,77148,15,,PL,DU MARCHE,77840,2,Appartement,2,52.5
07463,77171,41,,RUE,VICTOR HUGO,77450,2,Appartement,3,68.1
28042,77181,1,,RUE,DES AZALEES,77164,2,Appartement,1,29
20448,77186,40,,RUE,DE FRANCE,77300,2,Appartement,1,21.2
26711,77243,64,,RUE,DU CHARIOT D OR,77400,2,Appartement,2,26.16
12967,77266,1,,RUE,DU CHEMIN VERT,77133,2,Appartement,1,39.4
33825,77268,11,,RUE,DE L EGLISE,77700,2,Appartement,1,24.64
03842,77284,7,,RUE,GASTON MONNERVILLE,77100,2,Appartement,2,42.7
00453,77305,19,,RUE,HABERT,77130,2,Appartement,3,48.33
29854,77307,8,,ALL,DES BOSQUETS,77144,2,Appartement,4,73.74
22585,77330,7,B,RUE,DU CHATEAU,77100,2,Appartement,1,25.48
24482,77350,4,,AV,HOCHE,77330,2,Appartement,2,47.05
34052,77350,8,,RUE,PALAISOT,77330,2,Appartement,2,46.89
12023,77390,6,,SQ,LOUIS CHAUVIN,77680,1,Maison,5,96.44
06617,77445,4,,AV,JULES VALLES,77176,2,Appartement,1,29.36
34029,77445,14,,RUE,FRANCIS L. ESHELMAN,77176,2,Appartement,1,33.06
33348,77468,11,,SQ,DES GRADINS,77200,2,Appartement,3,68.94
07217,77514,171,,RUE,DES TILLEULS,77270,2,Appartement,2,43.18
05559,78073,17,,AV,ARLETTY,78390,2,Appartement,3,63.95
26729,78123,9001,,RES,CHAMPFLEURY,78955,2,Appartement,4,64.64
30924,78123,2,,RUE,DE LA SENETTE,78955,2,Appartement,3,55.35
00003,78123,1,,ALL,AUGUSTE RODIN,78955,2,Appartement,3,64.14
32792,78158,24,,RUE,POTTIER,78150,2,Appartement,3,60.48
24726,78172,6,,RUE,SAINTE HONORINE,78700,2,Appartement,2,47.56
07754,78220,30,,ALL,LOUIS PASTEUR,78690,1,Maison,6,132.96
31855,78242,8,,RUE,CESAR FRANCK,78330,2,Appartement,3,57.46
00083,78255,1,,RUE,PORTE GORET,78840,1,Maison,6,98
26467,78297,1,,PL,MARTIN LUTHER KING,78280,2,Appartement,4,78.47
10619,78358,9001,,SQ,LE KAIN,78600,2,Appartement,4,57.5
26189,78362,111,B,BD,ROGER SALENGRO,78711,2,Appartement,3,55.92
29907,78372,69,,AV,AUGUSTE RENOIR,78160,2,Appartement,3,71.58
06021,78484,28,,GR,GRANDE RUE,78200,2,Appartement,3,43.45
29244,78502,2,,RTE,DE VERSAILLES,78560,2,Appartement,2,34.06
25811,78502,3,,RUE,DE LA FONTAINE ST MARTIN,78560,2,Appartement,3,66.6
03904,78517,10,,RUE,LACHAUX,78120,2,Appartement,2,28.95
03125,78517,70,,RUE,DE GROUSSAY,78120,2,Appartement,1,27.68
03574,78545,9,,PROM,DES ANGES,78210,2,Appartement,0,25.85
26277,78551,6,,RUE,STEPHANE MONY,78100,2,Appartement,2,46.22
22931,78551,14,,RUE,SCHNAPPER,78100,2,Appartement,1,40.9
02855,78551,1,,RUE,CESAR FRANCK,78100,2,Appartement,3,72.44
17664,78586,11,,RUE,MAETERLINCK,78500,2,Appartement,2,53
33491,78646,2,,RUE,MAZIERE,78000,2,Appartement,1,33.37
15705,78646,58,,RUE,SAINT CHARLES,78000,2,Appartement,2,42
23390,78646,17,T,RUE,DU PONT COLBERT,78000,2,Appartement,3,63.89
25385,78646,2,,RUE,ALEXIS DE TOCQUEVILLE,78000,2,Appartement,3,66.05
29853,80021,77,,RUE,DE VIGNACOURT,80080,2,Appartement,2,35.61
32334,80368,2,,PL,JEAN JAURES,80130,2,Appartement,2,49.8
20056,80649,2,,RUE,DE PARIS,80120,2,Appartement,2,37.8
24788,82121,7,,RUE,DU DOCTEUR LABAT,82000,2,Appartement,1,17.36
02533,83009,114,,RUE,HONORE DE BALZAC,83150,2,Appartement,3,65.04
23841,83051,1,,RUE,SOUS BARRY,83570,2,Appartement,2,35.26
13136,83054,122,,AV,DE LA REPUBLIQUE,83210,2,Appartement,3,55.64
00319,83054,1427,,RUE,DE LA GARE,83210,1,Maison,4,134.84
05988,83068,25,,GR,GRAND RUE,83310,2,Appartement,4,71.27
20198,83069,26,,BD,D ORIENT,83400,2,Appartement,3,90.09
06825,83071,87,,RUE,DE LA FREGATE,83250,2,Appartement,1,24.71
22246,83071,4,,AV,DU HUIT MAI 1945,83250,2,Appartement,2,25.13
07987,83071,578,,RUE,HECTOR BERLIOZ,83250,2,Appartement,1,18.45
00910,83090,380,A,IMP,L AMIRADOU,83190,1,Maison,4,86.8
13226,83112,143,,RTE,DE LA CADIERE,83270,1,Maison,4,76.55
00897,83118,370,,BD,DE LA PAIX,83700,1,Maison,5,95.3
03941,83126,11,,RUE,LOT LES QUATRE MOULINS,83500,1,Maison,3,54.83
07818,83129,88,,CHE,DE LOMBARD,83140,2,Appartement,3,63.93
26841,83137,11,,RUE,MASSENA,83000,2,Appartement,1,21.2
22979,83144,160,,ALL,DU VIEUX MOULIN,83160,2,Appartement,3,70.52
31417,84007,4,,RUE,PUITS DE LA REILLE,84000,2,Appartement,3,83.7
13701,84007,3,,RUE,FRANCHE,84000,2,Appartement,3,59.2
24805,84007,71,,AV,DE LA TRILLADE,84000,2,Appartement,1,27.25
28004,84017,6730,,,LES HAUTS DE BELEZY,84410,1,Maison,2,30.6
27457,84080,6,,RUE,DE LA REPUBLIQUE,84170,2,Appartement,2,49.45
13715,85114,3,,RUE,VICTOR HUGO,85520,2,Appartement,1,39.43
25690,85128,16,,CHE,DU GATY,85400,2,Appartement,2,47.71
23563,85194,29,,BD,LAPLACE,85100,2,Appartement,1,31.94
11458,85234,9001,,AV,VALENTIN,85160,1,Maison,3,56.28
18189,85234,107,,ESP,DE LA MER,85160,2,Appartement,3,65.65
23913,85294,11,,RUE,DE VERDUN,85360,1,Maison,2,50.68
24198,85294,2,,RUE,DES GENETS,85360,2,Appartement,2,21.05
23025,87085,32,,RUE,LA FONTAINE,87100,2,Appartement,3,56.31
24284,87085,23,,RUE,DES TANNERIES,87000,2,Appartement,2,73.74
07943,87085,4,,RUE,JEAN LE BAIL,87100,2,Appartement,1,33.29
18973,88383,13,,RUE,DU GENERAL LECLERC,88200,2,Appartement,2,64.54
08765,88413,9,,RUE,DE LA BELLE CORVEE,88100,2,Appartement,4,87.2
02150,89024,5,,RUE,DU PONT,89000,2,Appartement,2,49.41
06234,90010,6,,AV,DU CHATEAU D EAU,90000,2,Appartement,3,14.01
11647,91027,1,,RUE,BERTRAND MAUPOME,91200,2,Appartement,2,34.46
00998,91045,42,,RUE,DU MARTROY,91610,2,Appartement,5,95.37
03020,91103,23,,RUE,D'ESTIENNE D'ORVES,91220,2,Appartement,4,84.68
23160,91215,2,,RUE,D'ALSACE LORRAINE,91860,2,Appartement,3,67.2
23336,91377,7,,RUE,VICTOR BASCH,91300,2,Appartement,4,77.96
01741,91405,16,,RUE,FARNAULT,91490,2,Appartement,1,27
08125,91434,9001,,RES,COMPIEGNE JUVISY,91390,2,Appartement,3,69.86
07518,91458,5082,,RUE,DU BOIS CLAIR,91620,2,Appartement,4,73.32
18105,91477,9001,,PARC,D ARDENAY,91120,2,Appartement,5,82.06
31495,91521,3,,RUE,DES DOCKS,91130,2,Appartement,2,42.34
09207,91589,4,,RUE,GAUGUIN,91600,2,Appartement,4,66.03
07383,91589,31,,RUE,HENRI DUNANT,91600,2,Appartement,2,31.55
14009,91657,46,,RUE,DU MUGUET,91270,1,Maison,4,83.51
28924,91687,31,,AV,DE BRETAGNE,91170,2,Appartement,3,60.56
07765,91687,13,,RUE,DE CHATILLON,91170,2,Appartement,1,29.35
15416,91689,7,,ALL,DU CIDRIER,91320,2,Appartement,2,40.84
17587,91692,9030,,RUE,DE L ARMAGNAC,91940,2,Appartement,3,67
23505,92002,5,,RUE,DES IRIS,92160,2,Appartement,3,63.83
09208,92004,4,,RUE,SADI CARNOT,92600,2,Appartement,3,66.67
03276,92004,51,,RUE,DU MENIL,92600,2,Appartement,1,22.03
12300,92007,1,,,PORTE D EN BAS,92220,2,Appartement,5,113.8
08593,92009,5,,RUE,DU GENERAL LECLERC,92270,2,Appartement,2,31.86
32309,92009,18,,RUE,DES ROMAINS,92270,2,Appartement,1,27
11817,92012,20,,RUE,THIERS,92100,2,Appartement,2,47.65
14654,92012,19,,ALL,ROBERT DOISNEAU,92100,2,Appartement,3,74.7
18475,92012,14,,RUE,GAMBETTA,92100,2,Appartement,2,64.78
25210,92012,84,,RUE,DU CHATEAU,92100,2,Appartement,3,62.96
15511,92012,18,,RUE,DE L OUEST,92100,2,Appartement,4,69.7
12119,92014,94,,AV,DU GENERAL LECLERC,92340,2,Appartement,1,19.2
17835,92014,2,,AV,GALOIS,92340,2,Appartement,1,8.09
06548,92019,6,,RUE,DES TOURNELLES,92290,2,Appartement,4,78.45
19528,92024,7,,RUE,GABRIEL PERI,92110,2,Appartement,3,28.9
23869,92024,10,,RUE,PASTEUR,92110,2,Appartement,3,55.85
16610,92024,77,,RUE,DE PARIS,92110,2,Appartement,2,17.7
15887,92025,13,,ALL,DE L ILE MARANTE,92700,2,Appartement,4,79.44
19135,92025,56,,BD,DE VALMY,92700,2,Appartement,2,43.23
08881,92026,7,,RUE,DES AJOUX,92400,2,Appartement,4,84.75
32182,92035,107,,AV,GAL LECLERC,92250,2,Appartement,2,43.54
09633,92035,44,,RUE,DE PLAISANCE,92250,2,Appartement,2,56.71
10786,92036,36,,RUE,GEORGES THORETTON,92230,2,Appartement,4,86.36
19360,92036,15,,RUE,AUGUSTINE GUIGNEDOUX,92230,2,Appartement,2,26.94
23167,92040,34,,RUE,JULES FERRY,92130,2,Appartement,3,71.6
29594,92044,56,,RUE,JEAN JAURES,92300,2,Appartement,3,47.38
03059,92048,17,,AV,HENRI IV,92190,2,Appartement,4,83.34
18065,92049,103,,AV,VERDIER,92120,2,Appartement,1,23.19
29630,92050,6,,RUE,DE LA SOURCE,92000,2,Appartement,2,31.01
20285,92050,3,,RUE,DE STALINGRAD,92000,2,Appartement,3,78.48
34079,92051,80,B,RUE,PERRONET,92200,2,Appartement,1,12.14
07104,92060,111,,RUE,DE FONTENAY,92350,2,Appartement,3,49.11
28541,92060,7,,ALL,DU COUP DU MILIEU,92350,2,Appartement,4,80
25173,92062,41,,RUE,VOLTAIRE,92800,2,Appartement,3,61.83
05789,92062,13,,RUE,ROQUE DE FILLOL,92800,2,Appartement,2,39.3
32365,92062,20,,RUE,DES BAS ROGERS,92800,2,Appartement,1,12.16
28492,92062,36,,BD,RICHARD WALLACE,92800,2,Appartement,2,41.67
06763,92063,6,,RUE,LOUIS DE BROGLIE,92500,2,Appartement,3,64
20387,92063,38,,RUE,DU GUE,92500,2,Appartement,2,54.51
25129,92064,10,,ALL,ALLEE DE LA TREILLE,92210,1,Maison,2,57.95
13477,92071,21,,RUE,DES FILMINS,92330,2,Appartement,3,63.58
01972,92073,3,,RUE,EMMANUEL KANT,92150,2,Appartement,2,55.4
08928,93001,81,,AV,DE LA REPUBLIQUE,93300,2,Appartement,2,26.54
17219,93001,22,,RUE,DES POSTES,93300,2,Appartement,2,30.96
19003,93007,18,,AV,HENRI BARBUSSE,93150,2,Appartement,1,26.46
25276,93010,162,,RUE,EDOUARD VAILLANT,93140,2,Appartement,1,38.11
25873,93029,181,,AV,HENRI BARBUSSE,93700,2,Appartement,3,64.12
18499,93039,2,,PL,DE LA LIBERATION,93450,2,Appartement,4,76.9
01533,93045,98,,RUE,DE ROMAINVILLE,93260,1,Maison,4,84.02
13246,93046,15,,IMP,GAMBETTA,93190,1,Maison,3,68.28
