Id_bien,Id_codedep_codecommune,No_voie,B_T_Q,Type_de_voie,Voie,Code_postal,Code_type_local,Type_local,Nombre_pieces_principales,Surface_Carrez_du_1er_lot
06081,01103,347,,RUE,DU CHATEAU,1170,2,Appartement,3,48.22
07851,06004,4,,BD,EDOUARD BAUDOIN,6160,2,Appartement,1,39.11
34140,06088,20,B,RUE,MARCEAU,6000,2,Appartement,3,80.25
17635,06123,550,,RTE,DES VESPINS RN7,6700,2,Appartement,1,27.51
16061,13005,9300,,RES,LES ARPEGES BD DES ABA,13400,2,Appartement,2,47.33
13623,13028,27,,RUE,DU GRAND MADIER,13600,2,Appartement,1,25.31
05021,13208,360,,AV,DU PRADO,13008,2,Appartement,3,70.84
03718,13212,5076,F,PARC,DESSUARD,13012,2,Appartement,3,67.19
09978,14338,1194,,RUE,DE NORMANDIE,14510,2,Appartement,1,18.89
21921,14366,30,,ALL,DES NOISETIERS,14100,1,Maison,4,105.37
29054,17300,11,,RUE,ROUGET DE L ISLE,17000,2,Appartement,2,31.99
29109,25056,13,,RUE,BERTHE MORISOT,25000,1,Maison,5,96.21
21291,29232,1,,RUE,DU POHER,29000,2,Appartement,1,30.86
20059,29260,2,,RUE,DES JARDINS,29290,2,Appartement,3,66.21
33670,31555,5,,AV,DU COMMANDANT TAILLANDIER,31500,2,Appartement,2,45.58
32275,33063,15,,RUE,PAUL DENUCE,33800,2,Appartement,1,23.2
05870,33063,176,,RUE,SAINTE CATHERINE,33000,2,Appartement,1,13.1
33286,33097,822,G,,LA BAYNASSE SUD,33121,2,Appartement,2,29
15341,33449,9,,RUE,DE BELFORT,33160,2,Appartement,2,51.4
00432,34145,183,,RUE,MARC ANTOINE MENARD,34400,2,Appartement,1,16.79
12669,34150,50,,AV,ANDRE CHASSEFIERE,34340,2,Appartement,2,51.4
20800,34199,8,,PL,DES ETATS DU LANGUEDOC,34120,2,Appartement,3,68.22
20751,37156,7,,RUE,JEAN-JACQUES ROUSSEAU,37270,1,Maison,4,88.45
22189,37261,197,,AV,DE GRAMMONT,37000,2,Appartement,2,42.94
17952,38185,48,,BD,MAL FOCH,38000,2,Appartement,4,76.48
03652,40266,210,,RTE,DU TAILLEUR,40170,1,Maison,3,48.23
12925,40328,199,,RES,MER ET GOLF-LE BOUCANIER,40480,2,Appartement,2,49.91
05527,44143,3,,ALL,JEAN PERRIN,44400,2,Appartement,2,46.3
25257,44184,12,,RUE,FERDINAND BUISSON,44600,2,Appartement,2,47.24
25164,51230,35,,AV,DE CHAMPAGNE,51200,2,Appartement,4,81.09
04228,54395,26,,RUE,MESSIER,54000,2,Appartement,2,39.69
06461,56161,5794,,,GOLF SAINT LAURENT,56400,2,Appartement,3,43.85
33674,58194,5,,RUE,DE PRUNEVEAUX,58000,2,Appartement,4,108.78
30777,59512,118,,BD,DU GENERAL DE GAULLE,59100,2,Appartement,3,89.84
11129,60057,247,,RUE,DE NOTRE DAME DU THIL,60000,2,Appartement,2,48.35
24441,60155,34,,RUE,DE LA VILLE,60660,2,Appartement,1,19.11
06734,60159,15,,SQ,JEAN BAPTISTE CLEMENT,60200,2,Appartement,5,97.39
01433,60524,84,,AV,JEAN JAURES,60290,2,Appartement,1,31.73
18787,69149,54,,RUE,DE LA BUSSIERE,69600,2,Appartement,2,49.89
08996,69384,15,,RUE,ARTAUD,69004,2,Appartement,1,20.02
31647,74119,1,,AV,D ABONDANCE,74500,2,Appartement,2,34.86
30634,74236,950,,AV,DU MONT D ARBOIS,74170,2,Appartement,2,39.05
28778,74238,110,,RTE,DE LA TELECABINE,74430,2,Appartement,1,18.93
27090,74278,2308,,AV,DES VALLEES,74300,2,Appartement,4,88.59
19036,75105,22,,BD,SAINT MARCEL,75005,2,Appartement,2,30.05
09634,75110,45,,BD,DE MAGENTA,75010,2,Appartement,2,32.3
16753,75111,14,,AV,DE LA REPUBLIQUE,75011,2,Appartement,4,120.28
25486,75111,160,,RUE,SAINT MAUR,75011,2,Appartement,2,17.94
16714,75111,11,,RUE,DU MOULIN JOLY,75011,2,Appartement,2,28.39
11925,75112,36,,RUE,ERARD,75012,2,Appartement,2,18
15570,75112,220,,RUE,DE CHARENTON,75012,2,Appartement,3,51.44
20992,75112,17,,RUE,D AUSTERLITZ,75012,2,Appartement,1,10.06
02962,75115,60,A,RUE,EMERIAU,75015,2,Appartement,4,88.3
31141,75118,4,,RUE,SQUARE CARPEAUX,75018,2,Appartement,1,23.98
07936,75118,36,,AV,DE CLICHY,75018,2,Appartement,2,53.59
29850,75118,68,,RUE,MARCADET,75018,2,Appartement,2,24.3
25864,76217,16,,AV,ALEXANDRE ANQUETIN,76200,2,Appartement,4,61.52
18479,76451,5,,PARC,DE LA BRESLE,76130,2,Appartement,3,57.27
32529,76655,4,,RUE,FRANCOIS LAPERT,76460,2,Appartement,1,23.98
02137,77118,5,B,RUE,DE LA SOLIDARITE,77410,2,Appartement,2,35.32
33890,78350,4,,ALL,HELENE LAZAREFF,78430,2,Appartement,4,89.41
03850,78423,1,,AV,DE DENTON,78180,2,Appartement,5,106.19
23117,78545,15,,RUE,ROBERT DESNOS,78210,2,Appartement,4,67.76
25663,78545,1,,RUE,MAL DE LATTRE DE TASSIGNY,78210,2,Appartement,2,40.55
16371,78551,53,,RUE,DE MAREIL,78100,2,Appartement,5,84.31
03036,78586,1,,RUE,MAETERLINCK,78500,2,Appartement,3,74
20061,78640,2,,RUE,DIVISION LECLERC,78140,2,Appartement,2,49.16
08793,83062,,,,LES SAVELS,83130,2,Appartement,2,50.74
31071,83069,31,,AV,DE LA SABLIERE CAPTE,83400,2,Appartement,1,20.15
21152,83112,9100,,RES,LE GRAND SOLEIL,83270,2,Appartement,2,47.52
23751,83123,8,,ALL,DES PAQUERETTES,83110,1,Maison,5,86.92
01013,84007,43,,RUE,CAMPANE,84000,2,Appartement,2,37.24
11503,85047,78,,RUE,CARNOT,85300,2,Appartement,2,43.12
33494,86062,20,B,ALL,DU HAUT POITOU,86360,2,Appartement,1,30.42
23359,86194,9007,,RUE,DES DOUVES,86000,2,Appartement,4,71.03
19578,87075,14,,RUE,DU CLUZEAU,87170,2,Appartement,2,62.95
31778,87085,8,,RUE,GEORGES BELJEAN,87100,2,Appartement,2,43.54
26664,91249,2,,RUE,D ADELAIAU,91470,2,Appartement,5,128.34
24706,91689,6,,RUE,DE LA DIVISION LECLERC,91320,2,Appartement,2,43.42
23750,92025,79,,RUE,DE VARSOVIE,92700,2,Appartement,3,49.45
32910,92026,5,,BD,GEORGES CLEMENCEAU,92400,2,Appartement,3,62.1
05490,92036,32,,RUE,GEORGES THORETTON,92230,2,Appartement,3,59.35
29698,92044,74,,RUE,JULES GUESDE,92300,2,Appartement,2,52.85
24449,93032,35,,AV,SAINTE FOY,93220,1,Maison,4,106.31
32103,93051,4,,ALL,JOSEPHINE,93160,2,Appartement,4,77.93
17776,93057,129,,ALL,JULES AUFFRET,93320,2,Appartement,2,46
28986,93071,1,,PL,GASTON BUSSIERE,93270,2,Appartement,2,24.63
29283,94044,21,,RUE,CLAUDE BERNARD,94450,2,Appartement,3,67.1
30585,94060,18,,RUE,DE PROVENCE,94510,1,Maison,4,80
04767,94060,4,,RUE,DU CLOS SAINT NICOLAS,94510,2,Appartement,2,48.02
32663,94080,7,,RUE,DE L EGALITE,94300,2,Appartement,1,16.37
03762,95252,16,,RUE,DE LA FOSSE AUX BICHES,95130,2,Appartement,4,72.53
21601,95388,57,,ALL,DU VEXIN,95180,1,Maison,5,90.07
28418,95607,9004,,RES,LES LIGNIERES,95150,2,Appartement,3,57.1
24899,01262,9,,RUE,NEUVE,1120,2,Appartement,1,41.82
07346,02408,27,,RUE,FERNAND THUILLART,2000,2,Appartement,6,165.11
20057,03190,2,,RUE,DENAIN,3000,2,Appartement,3,124.01
26285,04073,7052,,RES,LES CHENEVRIERS,4400,2,Appartement,1,24.32
01355,04166,7102,,PL,DE L ENGIEN,4500,2,Appartement,4,106.43
33808,04209,9002,,PL,DU DOCTEUR ROBERT,4200,2,Appartement,1,32.89
17298,06004,15,,AV,NIQUET,6600,2,Appartement,2,37.66
07022,06027,7,,CHE,DE SAINT LAURENT,6800,2,Appartement,3,58.42
12748,06088,8,,RUE,ROSSINI,6000,2,Appartement,4,99.04
22212,06088,27,,RUE,LAMARTINE,6000,2,Appartement,3,30.2
17435,06088,4,,AV,VALROSE,6100,2,Appartement,3,68.75
10855,06159,15,B,AV,VICTOR CAUVIN,6230,2,Appartement,2,56.05
06169,10323,5,,IMP,DU CHANT DE L ALOUETTE,10100,2,Appartement,3,55.5
31507,13119,5279,F,RUE,DU 14 JUILLET,13470,2,Appartement,3,53.09
32612,13201,55,,RUE,FRANCIS DAVSO,13001,2,Appartement,2,48.24
01468,13204,9,,RUE,BOSCARY,13004,2,Appartement,1,28.4
08764,13206,9,,RUE,CRUDERE,13006,2,Appartement,3,51.01
16008,13209,13,,BD,GUSTAVE GANAY,13009,2,Appartement,3,51.54
17439,14118,4,,RUE,AUX NAMPS,14000,2,Appartement,2,34.83
12986,14333,1,,RUE,PESTEL,14600,2,Appartement,1,12.44
25232,14715,1,,AV,P CASSAGNAVERE,14360,2,Appartement,2,53.76
32145,14754,1,,RUE,CHARLES KOECHLIN,14640,1,Maison,2,52.82
02246,17300,66,,AV,DENFERT ROCHEREAU,17000,2,Appartement,1,32.18
14226,17414,6,,RUE,DES MENDRIES,17138,1,Maison,3,49.9
06818,22113,5,,RES,DE LA HAUTE RIVE,22300,2,Appartement,4,68.3
21047,22168,33,,RUE,ANATOLE LE BRAZ,22700,2,Appartement,2,54.42
08904,22278,16,H,BD,DE L ATLANTIQUE,22000,2,Appartement,4,64
13364,24322,19,,AV,DAUMESNIL,24000,2,Appartement,1,31.05
01437,25527,850,,CHE,DES GOUILLOTTES,25410,2,Appartement,5,127.96
04329,28085,34,B,RUE,DU FAUBOURG ST JEAN,28000,1,Maison,5,106.03
00587,30003,22,,RUE,THEAULON,30220,2,Appartement,2,32.29
13229,30007,145,,QUAI,DE BILINA,30100,2,Appartement,2,39.5
15866,30133,80,,RUE,DES ANEMONES,30240,2,Appartement,1,20
34046,30189,4,B,RUE,ARNAVIELLE,30900,2,Appartement,3,60.07
10364,32013,3,,RUE,DAUMESNIL,32000,2,Appartement,2,54
07841,33005,230,,BD,DE LA REPUBLIQUE,33510,2,Appartement,2,44.12
04476,33063,52,,RUE,DU TONDU,33000,2,Appartement,4,61.16
05865,33075,17,,RUE,DES HIRONDELLES,33520,1,Maison,4,86.3
05461,33550,17,,RUE,LAURENT FIGNON,33140,2,Appartement,2,39.23
08683,34023,7,,AV,PASTEUR,34540,2,Appartement,1,24.6
24604,37261,5,,RUE,HENRI HERTZ,37100,2,Appartement,2,42.2
34045,37261,4,,ALL,DES ERABLES,37000,2,Appartement,3,63.1
19507,38169,6,,RUE,DOYEN GOSSE,38600,2,Appartement,1,21
08915,38185,4,,PL,BIR HAKEIM,38000,2,Appartement,3,95.74
07137,38253,13,,AV,DE LA MUZELLE MT DE LANS,38860,2,Appartement,3,60.55
22181,40046,176,,AV,GABRIELE  D ANNUNZIO,40600,1,Maison,1,29.78
20519,40088,49,,AV,VICTOR HUGO,40100,2,Appartement,1,18.63
00185,40304,112,,AV,DU MARENSIN,40150,1,Maison,3,82.35
30911,42256,2,,CHE,DES GREFFIERS,42680,1,Maison,4,94.39
04474,44109,52,,BD,DE L EGALITE,44100,2,Appartement,3,62.14
17628,44190,18,,RUE,BONNE GARDE,44230,2,Appartement,2,47.34
22152,44204,1,,RUE,PAUL VERLAINE,44470,2,Appartement,2,42.25
10321,45234,239,,FG,SAINT VINCENT,45000,2,Appartement,3,65.71
06509,45286,13,,ALL,DES ERABLES,45650,2,Appartement,1,72.37
06324,50002,74,,RTE,DE COUTANCES,50180,2,Appartement,2,57.88
08076,51454,7,,IMP,DES CARMELITES,51100,2,Appartement,4,119.95
07293,54395,21,,RUE,DES SOEURS MACARONS,54000,2,Appartement,2,36.6
28589,56062,2,,RES,DE PORH MEN GUEN,56680,2,Appartement,3,97.51
04994,59368,19,,AV,SIMONE,59110,2,Appartement,3,80.09
20470,59378,42,Q,RUE,JEAN JAURES,59700,1,Maison,2,29.73
01042,59491,468,,RUE,HENRI DURRE,59590,1,Maison,5,153.25
17343,60159,2,,RUE,AMPERE,60200,2,Appartement,1,41
20635,60159,59,C,RUE,DU GENERAL MANGIN,60200,1,Maison,8,220.72
10836,60382,35,,IMP,JEAN DE LA FONTAINE,60280,2,Appartement,2,30.38
09855,60395,1,,AV,JACQUES CARTIER,60110,2,Appartement,4,72.91
13781,60524,34,B,AV,DE LA GARE,60290,2,Appartement,3,67.47
27543,62041,76,,PL,GRAND PLACE,62000,2,Appartement,2,45.5
29419,63300,31,,RUE,HIPPOLYTE GOMOT,63200,2,Appartement,2,62.72
02489,69003,6,,AV,DE LA GARE,69250,2,Appartement,4,108.84
20787,69204,78,B,RUE,DES COLLONGES,69230,2,Appartement,2,43.25
27364,69264,496,,RUE,ETIENNE POULET,69400,2,Appartement,3,78.72
29696,69389,72,,RUE,SAINT PIERRE DE VAISE,69009,2,Appartement,1,32.82
22729,69389,2,,PL,DE LA RHODIACETA,69009,2,Appartement,3,75.31
20163,70550,24,,RUE,DE LA BANQUE,70000,2,Appartement,4,75.87
30967,70550,22,,RUE,D ALSACE LORRAINE,70000,2,Appartement,4,168.38
17281,74014,13,,RTE,DES MOULINS,74300,2,Appartement,1,21.29
33122,74249,110,,RTE,DE LA SAUGE,74500,2,Appartement,3,76.14
04110,75102,192,,RUE,SAINT DENIS,75002,2,Appartement,3,36.91
31747,75103,24,,RUE,DE SAINTONGE,75003,2,Appartement,1,66
33058,75104,8,,RUE,SAINT PAUL,75004,2,Appartement,2,25.34
20321,75105,30,,RUE,DES BOULANGERS,75005,2,Appartement,1,21.34
28606,75106,36,,RUE,DE BUCI,75006,2,Appartement,1,28.55
07023,75107,7,,RUE,COGNACQ JAY,75007,2,Appartement,3,82.62
11218,75110,38,,AV,CLAUDE VELLEFAUX,75010,2,Appartement,2,30.18
02611,75111,7,,RUE,PLICHON,75011,2,Appartement,3,58.45
06815,75111,33,,AV,PHILIPPE AUGUSTE,75011,2,Appartement,2,31.12
04909,75112,38,B,RUE,TRAVERSIERE,75012,2,Appartement,2,44.95
06859,75114,31,,RUE,DE L ABBE CARTON,75014,2,Appartement,1,25.06
02314,75115,8,,RUE,MARMONTEL,75015,2,Appartement,2,37.38
16073,75115,22,A,RUE,EMERIAU,75015,2,Appartement,6,99.96
15723,75117,62,,RUE,LEGENDRE,75017,2,Appartement,3,63.16
03589,75117,68,,RUE,MSTISLAV ROSTROPOVITCH,75017,2,Appartement,2,47.12
24819,75118,76,,RUE,LEPIC,75018,2,Appartement,3,53.01
22199,75118,21,B,RUE,DUHESME,75018,2,Appartement,3,52.46
03968,75118,124,,RUE,DAMREMONT,75018,2,Appartement,2,52.24
32727,75118,89,,RUE,DES POISSONNIERS,75018,2,Appartement,2,29.13
17632,75118,28,,RUE,DE TORCY,75018,2,Appartement,3,67.8
02351,75120,9,,RUE,HENRI CHEVREAU,75020,2,Appartement,1,21.01
03549,76351,4,,RUE,MICHEL DUBOSC,76600,2,Appartement,1,19.9
31058,76447,3,,RUE,HENRY LEMONNIER,76290,2,Appartement,1,45.84
31792,76451,10,,RUE,ROBERT DE THORIGNY,76130,2,Appartement,2,39.3
08324,77005,19,B,RUE,DU GENERAL DE GAULLE,77410,2,Appartement,2,32.99
02198,77014,56,,RUE,REMY DUMONCEL,77210,2,Appartement,1,24.06
21065,77058,4,,RUE,KONRAD ADENAUER,77600,2,Appartement,2,53.6
26976,77058,17,,AV,DU GENERAL DE GAULLE,77600,2,Appartement,1,31.42
00254,77059,13,Q,RUE,DE CHAMPAGNE,77600,1,Maison,5,111.15
21471,77192,2,E,SQ,DU PETIT MARGAT,77610,2,Appartement,3,60.25
00474,77259,2,C,CHE,DU GAZON,77230,1,Maison,4,75.06
03509,77288,17,,RUE,LOUVIOT,77000,2,Appartement,2,33.49
12399,77288,15,,RUE,DE VAUX,77000,2,Appartement,2,44.94
24176,77379,2,B,RUE,DU TEMPLE,77160,2,Appartement,3,66.54
33350,78005,113,,AV,DE POISSY,78260,2,Appartement,2,42.2
09182,78372,8,,SQ,DES AUBADES,78160,2,Appartement,4,67.6
17700,78372,9,,RES,DE LA SABOTTE,78160,2,Appartement,3,53.05
11656,78383,1,,SQ,DU JURANCON,78310,2,Appartement,1,27.81
20303,78550,3,,RUE,LOUIS PASTEUR,78640,1,Maison,6,101.85
08038,78621,9003,,CITE,LA GARENNE A BREFAUT,78190,2,Appartement,3,55.06
24070,78646,16,,RUE,DE L OCCIDENT,78000,2,Appartement,4,80.38
19434,82096,29,,RUE,DES LILAS,82290,1,Maison,3,71.05
29911,83009,71,,CHE,DE L ESCOURCHE,83150,2,Appartement,2,37.6
04744,83009,271,,BD,DES GRAVIERS,83150,2,Appartement,1,15.2
31937,83034,9500,,RES,LE ST VINCENT,83320,2,Appartement,2,29.85
17650,83070,1,,AV,PIERRE DE COUBERTIN,83980,2,Appartement,3,64.84
04685,85035,9733,,RES,LES TROIS TOURS 2,85470,2,Appartement,2,37.82
14041,85127,5,,AV,DU LITTORAL,85560,2,Appartement,3,64.41
00786,85194,3,,RUE,FIEF DES COUTS,85100,2,Appartement,3,63.63
30454,85262,46,,RUE,DU BAS RUET,85660,1,Maison,4,88.5
27274,88372,38,,RUE,JULES FERRY,88110,2,Appartement,3,81.24
19309,90010,1,,RUE,DE COLMAR,90000,2,Appartement,2,42.25
08417,90010,24,,RUE,DE CRONSTADT,90000,2,Appartement,3,56
12632,91114,43,,RUE,DES 3 CHENES,91800,2,Appartement,4,69.17
05353,91225,10,,RES,LES BOIS DU CERF,91450,1,Maison,6,146.94
01100,91326,5,,RUE,MONTTESSUY,91260,2,Appartement,3,49
09846,91377,4,,ALL,D'AUTRICHE,91300,2,Appartement,5,93.02
19126,91425,50,B,RTE,D ORLEANS RN 20,91310,2,Appartement,2,40
02805,91570,10,,ALL,DES ERABLES,91240,1,Maison,5,115.97
00618,91589,239,,AV,ROBERT LEUTHREAU,91600,1,Maison,2,90
31129,92004,4,,RUE,BERNARD JUGAULT,92600,2,Appartement,4,67.23
13599,92004,26,,RUE,DES BOURGUIGNONS,92600,2,Appartement,3,40.69
17268,92004,12,,RUE,DU R P CH GILBERT,92600,2,Appartement,2,54.2
03872,92009,1,,RUE,CLAUDE MIVIERE,92270,2,Appartement,3,52.47
02777,92012,6,,IMP,BELLEVUE,92100,2,Appartement,1,65.62
24168,92012,197,,RUE,GALLIENI,92100,2,Appartement,4,87.15
24148,92012,19,,ALL,ROBERT DOISNEAU,92100,2,Appartement,1,23.8
21402,92012,11,,RUE,SAINT DENIS,92100,2,Appartement,2,31.2
07100,92012,11,,RUE,FESSART,92100,2,Appartement,4,78.02
03673,92014,36,,RUE,PAUL HENRY THILLOY,92340,2,Appartement,1,76.85
26857,92022,1162,,AV,ROGER SALENGRO,92370,2,Appartement,3,59.73
32867,92023,85,,AV,HENRI BARBUSSE,92140,2,Appartement,3,40.8
07349,92025,273,,RUE,SAINT DENIS,92700,2,Appartement,3,61.06
18471,92025,9,,RUE,PAUL BERT,92700,2,Appartement,2,38.05
29290,92025,21,,RUE,VICTOR HUGO,92700,2,Appartement,2,32.02
06303,92026,7,,RUE,DE LA SABLIERE,92400,2,Appartement,4,94.32
02811,92048,1,,SQ,DES COLONNES,92360,2,Appartement,3,61.97
18491,92050,6,,RUE,DE L'OUEST,92000,2,Appartement,3,61.93
14318,92063,7,,RUE,DU GUE,92500,2,Appartement,1,25.16
33863,92063,11,,RUE,DE LA BENARDE,92500,2,Appartement,2,46.75
07832,92063,12,,SQ,RONSARD,92500,2,Appartement,2,48.5
04562,92075,7,,RUE,LOUIS BLANC,92170,2,Appartement,2,44.17
10484,93001,55,,RUE,DU MOUTIER,93300,2,Appartement,2,35
06330,93006,77,,RUE,SADI CARNOT,93170,2,Appartement,2,30.45
03726,93010,4,,RUE,ARTHUR RIMBAUD,93140,2,Appartement,3,70.56
00633,93048,24,,RUE,KLEBER,93100,2,Appartement,6,102.46
17537,94016,68,,RUE,DU COLONEL FABIEN,94230,2,Appartement,1,21.13
17825,94022,18,,RUE,PAUL CARLE,94600,2,Appartement,2,41.57
11740,94033,15,,RUE,DE TRUCY,94120,2,Appartement,1,29.07
26373,94041,3,,ALL,MULATRESSE SOLITUDE,94200,2,Appartement,3,68.02
15858,94042,4,,RUE,HALIFAX,94340,2,Appartement,3,73.81
15025,94052,6,,RUE,ANQUETIL,94130,2,Appartement,2,50.08
07643,94068,83,,AV,DU BAC,94210,2,Appartement,3,61.93
04054,94071,16,,RUE,DU MOUTIER,94370,2,Appartement,2,34.2
00082,94076,1,,RUE,PIERRE ET MARIE CURIE,94800,2,Appartement,2,39.39
23332,94079,7,,ALL,DE DERRIERE LES JARDINS,94350,2,Appartement,4,84.23
33285,94080,74,,RUE,DE LA JARRY,94300,2,Appartement,3,50.6
16262,94080,27,,AV,PAUL DEROULEDE,94300,2,Appartement,1,25.14
33226,95203,4,,RUE,DE LA BRIQUETERIE,95600,2,Appartement,3,64
16574,95218,1,,RUE,DES CAPUCINES,95610,2,Appartement,2,45.04
19683,95218,1,,RUE,DU PAPIER COUCHE,95610,2,Appartement,3,56.86
08374,95500,20,,RUE,DES MARECHAUX,95300,2,Appartement,4,77.71
19169,95572,76,,RUE,GEORGE SAND,95310,2,Appartement,3,61.05
31355,04209,9003,,PL,DE L HORLOGE,4200,2,Appartement,4,105.71
21312,14079,17,,RUE,DE VERDUN,14910,2,Appartement,2,30.09
19282,14754,6412,,CHE,DE BOIS LURETTE,14640,2,Appartement,2,30.38
16700,54395,10,,RUE,FERRI III,54000,2,Appartement,2,47.04
16270,74256,29,,RTE,DE CUSIN,74700,2,Appartement,3,63.14
17962,77014,5,,RUE,DU ROCHER,77210,2,Appartement,2,45.61
21738,80021,12,,RUE,MARTIN BLEU DIEU,80000,2,Appartement,1,34.99
02430,82112,7,,AV,DU DOCTEUR ROUANET,82200,2,Appartement,4,67.19
14471,91223,9,,RUE,DE LA JUIVERIE,91150,2,Appartement,1,31.49
00048,01160,1,,RUE,DE GEX,1210,2,Appartement,3,82.59
04016,01288,140,,RUE,DE L'ABBE JOLIVET,1630,1,Maison,5,109.22
19682,04070,1,,RUE,DES MONGES,4000,2,Appartement,4,144.6
10372,06029,3,,RUE,NOTRE-DAME,6400,2,Appartement,2,31.21
33983,06032,56,,AV,DU TROIS SEPTEMBRE,6320,2,Appartement,1,24.58
32821,06079,114,,AV,GASTON DE FONTMICHEL,6210,2,Appartement,2,36.6
05599,06083,55,,AV,DE SOSPEL,6500,2,Appartement,1,29
05417,06083,649,,PROM,DU SOLEIL,6500,2,Appartement,2,54.34
18643,06088,17,,RUE,GOUNOD,6000,2,Appartement,2,32.83
11584,06088,4,,BD,CIMIEZ,6000,2,Appartement,4,133.44
14541,10325,,,,LES FEUILLATES,10430,2,Appartement,3,63.58
01754,10343,17,D,RUE,DE LA COOPERATIVE,10800,2,Appartement,3,50.75
20977,10362,146,,AV,GEN GALLIENI,10300,2,Appartement,2,47.88
00509,10362,2,,RUE,NVE DE LA REPUBLIQUE,10300,2,Appartement,3,68.03
32143,11170,1,,RES,GRUISSAN PORT,11430,2,Appartement,3,23.89
21758,11170,156,,PL,DE LA BONANCE,11430,2,Appartement,2,22.15
06899,13005,2,,RUE,DE LA BIBLIOTHEQUE,13400,2,Appartement,5,82.72
04226,13022,26,,RUE,DOCT SEVERIN ICARD,13260,2,Appartement,3,36.8
00758,13028,3,,RUE,ANTOINE PIRRODI,13600,2,Appartement,1,29.29
24550,13028,432,,BD,DE LAVAUX,13600,2,Appartement,4,115.53
13468,13101,200,,CHEM,DU COULET,13119,1,Maison,3,92.99
33555,13205,294,,BD,CHAVE,13005,2,Appartement,3,64.45
02234,13207,62,,BD,BOMPARD,13007,2,Appartement,3,24.89
25822,13207,2,,RUE,CAPITAINE DESSEMOND,13007,2,Appartement,1,22.71
21505,13208,27,,RUE,ROCCA,13008,2,Appartement,4,85.37
33823,13209,1,,RES,LE LANCIER,13009,2,Appartement,1,31.28
25964,13210,68,,BD,MIREILLE LAUZE,13010,2,Appartement,5,112.09
03284,14220,6,,AV,ROGER DELIENCOURT,14800,2,Appartement,2,41.78
07010,14754,4,,AV,DE LA REPUBLIQUE,14640,2,Appartement,2,47.05
10070,18033,15,,RUE,JEAN JACQUES ROUSSEAU,18000,2,Appartement,3,77.87
23715,19031,5,,RUE,D ESPAGNAC,19100,2,Appartement,3,70.19
27558,22278,8,,PL,DU GUESCLIN,22000,2,Appartement,4,168.7
12706,2A362,6113,,,SUVERA TORTA,20144,1,Maison,2,32.16
24660,30106,5495,,CHE,NEUF,30170,1,Maison,4,82.11
06672,30189,163,,RUE,DE BRUNSWICK,30000,2,Appartement,1,36.29
06709,30189,74,,IMP,DES LUPINS,30900,2,Appartement,3,65.24
02065,31203,4,,RUE,DEMOISELLES DE GASCOGNE,31270,2,Appartement,2,36.46
19315,31555,10,,BD,PIERRE CURIE,31200,2,Appartement,3,60.16
33147,33039,7,,RUE,ARISTIDE DE SOUSA-MENDES,33130,2,Appartement,3,56.67
32556,33039,422,,RTE,DE TOULOUSE,33130,2,Appartement,2,50.16
20591,33063,51,,RUE,DE PESSAC,33000,2,Appartement,1,26.39
26866,33514,12,,RUE,ANDRE LEROUX,33780,2,Appartement,2,35.8
28317,33522,16,,AV,VIEILLE TOUR,33400,2,Appartement,1,20.15
20646,33533,6,B,RTE,DE LA GARONNE,33210,2,Appartement,2,62.55
33835,34003,24,,ALL,DE LA FLANERIE,34300,2,Appartement,1,23.7
23109,34079,94,,RUE,FRANCOISE GIROUD,34800,2,Appartement,2,44.14
02300,34157,8,,AV,GAL DE GAULLE,34140,2,Appartement,3,59.19
10768,34301,,,RES,PORT VAUBAN,34200,2,Appartement,3,62.66
19391,35210,2,B,AV,CHARLES LE GOFFIC,35740,2,Appartement,3,56.15
30508,35238,2,,RUE,DUGUESCLIN,35000,2,Appartement,1,16.54
07598,37261,7,,RUE,JEAN LURCAT,37100,2,Appartement,3,65.52
26094,38185,42,,CRS,JEAN JAURES,38000,2,Appartement,2,31
22758,38185,3,,AV,DE VALMY,38100,2,Appartement,3,61.23
10941,38185,10,,RUE,ELISEE CHATIN,38100,2,Appartement,3,76.75
06216,38191,5519,,RES,LES TERRASSES DE L ALPE I,38750,2,Appartement,1,16.3
16103,38421,1,,RUE,FRANZ LISZT,38400,2,Appartement,4,60.73
21477,38421,2,,RUE,SIMONE DE BEAUVOIR,38400,2,Appartement,4,81.25
01321,39526,7,,PL,DE LA VICTOIRE,39500,1,Maison,5,97.41
07096,40088,11,,RUE,DES SERRES,40100,2,Appartement,4,85.32
29822,40281,220,,CHE,DE LAREIGNE,40280,2,Appartement,2,45.94
14493,40284,9,T,AV,DE LA GARE,40230,1,Maison,3,53.22
01540,40312,1,,ALL,HELENE ET JACQUES SOLOMON,40220,2,Appartement,3,65.26
04268,40312,3,,PL,ALEXANDRE VIRO,40220,2,Appartement,4,91.43
18436,40317,80,,RTE,DE L ETANG,40230,1,Maison,4,74.39
13775,42005,33,,RUE,DU TREYVE,42160,2,Appartement,3,90.2
08978,42187,85,B,RUE,JOANNY AUGE,42300,2,Appartement,3,76.75
07121,42187,12,,RUE,BERCHOUX,42300,2,Appartement,2,41.31
22651,42187,10,,RUE,DES ECOLIERS,42300,2,Appartement,2,61.37
29919,42332,115,,RUE,DU MOULIN A VENT PROLONGE,42300,2,Appartement,4,75.95
22777,43157,33,,RUE,ST GILLES,43000,2,Appartement,2,36.98
17707,44035,29,,RUE,CHARLES NUNGESSER,44240,1,Maison,3,51.77
